48.956841100,8.470753800
48.956848295,8.470761999
48.956855490,8.470770197
48.956862685,8.470778396
48.956869880,8.470786594
48.956877076,8.470794793
48.956884271,8.470802991
48.956891466,8.470811190
48.956898661,8.470819389
48.956905856,8.470827587
48.956908500,8.470830600
48.956915859,8.470838456
48.956923218,8.470846313
48.956930576,8.470854169
48.956937935,8.470862025
48.956945294,8.470869882
48.956952653,8.470877738
48.956960012,8.470885595
48.956967371,8.470893451
48.956974729,8.470901307
48.956982088,8.470909164
48.956989447,8.470917020
48.956996806,8.470924877
48.957004165,8.470932733
48.957011524,8.470940589
48.957018882,8.470948446
48.957026241,8.470956302
48.957033600,8.470964158
48.957040959,8.470972015
48.957048318,8.470979871
48.957055676,8.470987728
48.957063035,8.470995584
48.957070394,8.471003441
48.957077753,8.471011297
48.957085112,8.471019153
48.957092471,8.471027010
48.957099829,8.471034866
48.957107188,8.471042723
48.957114547,8.471050579
48.957121906,8.471058435
48.957129265,8.471066292
48.957136623,8.471074148
48.957143982,8.471082005
48.957151341,8.471089861
48.957154000,8.471092700
48.956472500,8.471699500
48.956478518,8.471709652
48.956484536,8.471719805
48.956490555,8.471729957
48.956496573,8.471740110
48.956502591,8.471750262
48.956508609,8.471760415
48.956514628,8.471770567
48.956520646,8.471780720
48.956526664,8.471790872
48.956532682,8.471801025
48.956538701,8.471811177
48.956544719,8.471821330
48.956550737,8.471831482
48.956556755,8.471841635
48.956562774,8.471851787
48.956568792,8.471861940
48.956574810,8.471872092
48.956580828,8.471882245
48.956586847,8.471892397
48.956592865,8.471902550
48.956598883,8.471912702
48.956604901,8.471922855
48.956610919,8.471933007
48.956616938,8.471943160
48.956622956,8.471953312
48.956628974,8.471963465
48.956634992,8.471973618
48.956641011,8.471983770
48.956645000,8.471990500
48.956651089,8.472000555
48.956657178,8.472010609
48.956663268,8.472020664
48.956669357,8.472030718
48.956675446,8.472040773
48.956681535,8.472050827
48.956687624,8.472060882
48.956693713,8.472070936
48.956699803,8.472080991
48.956705892,8.472091045
48.956711981,8.472101100
48.956718070,8.472111154
48.956724159,8.472121209
48.956730248,8.472131263
48.956736337,8.472141318
48.956742427,8.472151373
48.956748516,8.472161427
48.956754605,8.472171482
48.956760694,8.472181536
48.956766783,8.472191591
48.956772872,8.472201645
48.956778962,8.472211700
48.956785051,8.472221755
48.956791140,8.472231809
48.956797229,8.472241864
48.956803318,8.472251918
48.956809407,8.472261973
48.956815496,8.472272027
48.956821586,8.472282082
48.956827675,8.472292137
48.956833764,8.472302191
48.956839853,8.472312246
48.956845942,8.472322300
48.956852031,8.472332355
48.956858120,8.472342410
48.956864210,8.472352464
48.956870299,8.472362519
48.956876388,8.472372573
48.956882477,8.472382628
48.956888566,8.472392683
48.956894655,8.472402737
48.956900744,8.472412792
48.956906834,8.472422847
48.956912923,8.472432901
48.956919012,8.472442956
48.956925101,8.472453010
48.956931190,8.472463065
48.956937279,8.472473120
48.956943368,8.472483174
48.956949457,8.472493229
48.956955547,8.472503284
48.956961636,8.472513338
48.956967725,8.472523393
48.956973814,8.472533448
48.956979903,8.472543502
48.956985992,8.472553557
48.956992081,8.472563611
48.956998170,8.472573666
48.957004260,8.472583721
48.957010349,8.472593775
48.957016438,8.472603830
48.957022527,8.472613885
48.957028616,8.472623939
48.957034705,8.472633994
48.957040794,8.472644049
48.957046883,8.472654103
48.957052972,8.472664158
48.957059062,8.472674213
48.957065151,8.472684268
48.957071240,8.472694322
48.957077329,8.472704377
48.957083418,8.472714432
48.957089507,8.472724486
48.957095596,8.472734541
48.957101685,8.472744596
48.957107774,8.472754650
48.957113864,8.472764705
48.957119953,8.472774760
48.957126042,8.472784815
48.957132131,8.472794869
48.957138220,8.472804924
48.957144309,8.472814979
48.957150398,8.472825033
48.957156487,8.472835088
48.957162576,8.472845143
48.957168665,8.472855198
48.957174755,8.472865252
48.957180844,8.472875307
48.957186933,8.472885362
48.957193022,8.472895416
48.957199111,8.472905471
48.957205200,8.472915526
48.957211289,8.472925581
48.957217378,8.472935635
48.957223467,8.472945690
48.957229556,8.472955745
48.957235645,8.472965800
48.957241735,8.472975854
48.957243700,8.472979100
48.957250187,8.472988564
48.957256673,8.472998028
48.957263160,8.473007493
48.957269646,8.473016957
48.957276133,8.473026421
48.957282620,8.473035885
48.957289106,8.473045349
48.957295593,8.473054813
48.957302079,8.473064278
48.957308566,8.473073742
48.957315053,8.473083206
48.957321539,8.473092670
48.957328026,8.473102134
48.957334512,8.473111599
48.957340999,8.473121063
48.957347486,8.473130527
48.957353972,8.473139991
48.957360459,8.473149456
48.957366945,8.473158920
48.957373432,8.473168384
48.957379919,8.473177848
48.957385300,8.473185700
48.957391590,8.473195465
48.957397880,8.473205231
48.957404170,8.473214996
48.957410460,8.473224762
48.957416750,8.473234527
48.957423040,8.473244293
48.957429330,8.473254058
48.957435620,8.473263824
48.957441910,8.473273589
48.957448200,8.473283355
48.957454490,8.473293120
48.957460780,8.473302886
48.957467070,8.473312651
48.957473360,8.473322417
48.957479650,8.473332182
48.957485940,8.473341947
48.957492230,8.473351713
48.957498520,8.473361478
48.957504810,8.473371244
48.957511099,8.473381009
48.957517389,8.473390775
48.957523679,8.473400540
48.957529969,8.473410306
48.957536259,8.473420071
48.957542549,8.473429837
48.957548839,8.473439603
48.957555129,8.473449368
48.957561419,8.473459134
48.957567709,8.473468899
48.957573999,8.473478665
48.957580289,8.473488430
48.957586579,8.473498196
48.957592869,8.473507961
48.957599159,8.473517727
48.957605449,8.473527492
48.957611739,8.473537258
48.957618029,8.473547023
48.957624319,8.473556789
48.957630609,8.473566554
48.957636899,8.473576320
48.957643189,8.473586085
48.957649479,8.473595851
48.957651700,8.473599300
48.957658102,8.473608897
48.957664503,8.473618493
48.957670905,8.473628090
48.957677307,8.473637686
48.957683709,8.473647283
48.957690110,8.473656879
48.957696512,8.473666476
48.957702914,8.473676073
48.957709316,8.473685669
48.957715717,8.473695266
48.957722119,8.473704862
48.957728521,8.473714459
48.957734923,8.473724056
48.957741324,8.473733652
48.957747726,8.473743249
48.957754128,8.473752845
48.957760530,8.473762442
48.957766931,8.473772039
48.957773333,8.473781635
48.957779735,8.473791232
48.957786136,8.473800828
48.957792538,8.473810425
48.957798940,8.473820022
48.957805342,8.473829618
48.957811743,8.473839215
48.957818145,8.473848812
48.957824547,8.473858408
48.957830949,8.473868005
48.957837350,8.473877601
48.957843752,8.473887198
48.957850154,8.473896795
48.957856555,8.473906391
48.957862957,8.473915988
48.957869359,8.473925585
48.957875761,8.473935181
48.957882162,8.473944778
48.957888564,8.473954375
48.957894966,8.473963971
48.957901367,8.473973568
48.957907769,8.473983165
48.957914171,8.473992761
48.957920573,8.474002358
48.957926974,8.474011955
48.957933376,8.474021551
48.957939778,8.474031148
48.957946179,8.474040745
48.957952581,8.474050341
48.957958983,8.474059938
48.957965385,8.474069535
48.957971786,8.474079131
48.957978188,8.474088728
48.957984590,8.474098325
48.957990991,8.474107921
48.957997393,8.474117518
48.958003795,8.474127115
48.958010196,8.474136712
48.958016598,8.474146308
48.958023000,8.474155905
48.958028600,8.474164300
48.962059158,8.467544861
48.962067672,8.467597212
48.962075945,8.467597124
48.962084217,8.467597036
48.962092489,8.467596948
48.962100762,8.467596860
48.962109034,8.467596772
48.962117306,8.467596684
48.962125578,8.467596596
48.962133851,8.467596508
48.962140242,8.467596439
48.961792009,8.467687006
48.961800818,8.467686912
48.961809627,8.467686819
48.961818436,8.467686725
48.961827245,8.467686631
48.961836054,8.467686537
48.961844863,8.467686444
48.961853672,8.467686350
48.961862481,8.467686256
48.961871290,8.467686162
48.961880099,8.467686069
48.961888907,8.467685975
48.961897716,8.467685881
48.961906525,8.467685787
48.961915334,8.467685694
48.961924143,8.467685600
48.961932952,8.467685506
48.961941761,8.467685412
48.961950570,8.467685319
48.961959379,8.467685225
48.961968188,8.467685131
48.961976997,8.467685037
48.961985806,8.467684944
48.961994615,8.467684850
48.962003424,8.467684756
48.962012233,8.467684662
48.962021042,8.467684569
48.962029851,8.467684475
48.962038660,8.467684381
48.962047469,8.467684287
48.962056278,8.467684194
48.962059801,8.467684156
48.961126304,8.467694091
48.961135964,8.467866506
48.961144827,8.467866411
48.961153691,8.467866317
48.961162555,8.467866223
48.961171419,8.467866129
48.961180282,8.467866034
48.961189146,8.467865940
48.961198010,8.467865846
48.961206874,8.467865751
48.961215737,8.467865657
48.961224601,8.467865563
48.961233465,8.467865468
48.961242329,8.467865374
48.961251192,8.467865280
48.961260056,8.467865186
48.961268920,8.467865091
48.961277784,8.467864997
48.961286647,8.467864903
48.961295511,8.467864808
48.961304375,8.467864714
48.961313239,8.467864620
48.961322102,8.467864525
48.961330966,8.467864431
48.961339830,8.467864337
48.961348693,8.467864242
48.961357557,8.467864148
48.961366421,8.467864054
48.961375285,8.467863960
48.961384148,8.467863865
48.961393012,8.467863771
48.961401876,8.467863677
48.961410740,8.467863582
48.961419603,8.467863488
48.961428467,8.467863394
48.961437331,8.467863299
48.961446195,8.467863205
48.961455058,8.467863111
48.961463922,8.467863017
48.961472786,8.467862922
48.961481650,8.467862828
48.961490513,8.467862734
48.961499377,8.467862639
48.961508241,8.467862545
48.961517105,8.467862451
48.961525968,8.467862356
48.961534832,8.467862262
48.961543696,8.467862168
48.961552559,8.467862074
48.961561423,8.467861979
48.961570287,8.467861885
48.961579151,8.467861791
48.961588014,8.467861696
48.961596878,8.467861602
48.961605742,8.467861508
48.961614606,8.467861413
48.961623469,8.467861319
48.961632333,8.467861225
48.961641197,8.467861131
48.961650061,8.467861036
48.961658924,8.467860942
48.961667788,8.467860848
48.961676652,8.467860753
48.961685516,8.467860659
48.961694379,8.467860565
48.961703243,8.467860470
48.961712107,8.467860376
48.961720971,8.467860282
48.961729834,8.467860188
48.961738698,8.467860093
48.961747562,8.467859999
48.961756425,8.467859905
48.961765289,8.467859810
48.961774153,8.467859716
48.961783017,8.467859622
48.961783996,8.467859611
48.960732294,8.467870800
48.960741649,8.467980306
48.960750497,8.467980212
48.960759346,8.467980118
48.960768195,8.467980024
48.960777043,8.467979929
48.960785892,8.467979835
48.960794741,8.467979741
48.960803589,8.467979647
48.960812438,8.467979553
48.960821287,8.467979459
48.960830135,8.467979365
48.960838984,8.467979271
48.960847833,8.467979176
