48.984246,8.3972344
48.9842474,8.3972479
48.9842476,8.3972498
48.984249,8.39726331
48.9842504,8.39727681
48.9842518,8.39729031
48.9842532,8.39730381
48.9842546,8.39731731
48.984256,8.39733081
48.9842574,8.39734431
48.9842588,8.39735781
48.9842602,8.39737132
48.9842616,8.39738482
48.984263,8.39739832
48.9842644,8.39741182
48.9842658,8.39742532
48.9842672,8.39743882
48.9842686,8.39745232
48.98427,8.39746582
48.9842714,8.39747932
48.9842728,8.39749283
48.9842742,8.39750633
48.9842756,8.39751983
48.984277,8.39753333
48.9842784,8.39754683
48.9842798,8.39756033
48.98428,8.3975626
48.9842814,8.39757611
48.9842828,8.39758961
48.9842842,8.39760311
48.9842856,8.39761661
48.984287,8.39763011
48.9842884,8.39764362
48.9842898,8.39765712
48.9842912,8.39767062
48.9842926,8.39768412
48.9842929,8.3976874
48.9842943,8.39770091
48.9842957,8.39771441
48.9842971,8.39772791
48.9842985,8.39774141
48.9842999,8.39775491
48.9843013,8.39776841
48.9843027,8.39778191
48.9843041,8.39779541
48.9843055,8.39780891
48.9843069,8.39782241
48.9843083,8.39783591
48.9843097,8.39784942
48.9843111,8.39786292
48.9843125,8.39787642
48.9843139,8.39788992
48.9843153,8.39790342
48.9843167,8.39791692
48.9843181,8.39793042
48.9843184,8.3979334
48.9876806,8.3971806
48.9876879,8.39718867
48.9876951,8.39719674
48.9877004,8.3972026
48.9876467,8.3971621
48.9876552,8.39716672
48.9876636,8.39717134
48.9876721,8.39717597
48.9876806,8.39718059
48.9876806,8.3971806
48.9876467,8.3971621
48.9876377,8.3971629
48.9876287,8.3971637
48.9876198,8.3971645
48.9876108,8.3971653
48.9876018,8.3971661
48.987595,8.3971667
48.9875861,8.39716877
48.9875772,8.39717084
48.9875683,8.39717291
48.9875594,8.39717498
48.9875505,8.39717705
48.9875417,8.39717912
48.9875328,8.39718119
48.9875239,8.39718326
48.987515,8.39718532
48.9875061,8.39718739
48.9874972,8.39718946
48.9874883,8.39719153
48.9874794,8.3971936
48.9874705,8.39719567
48.9874616,8.39719774
48.9874527,8.39719981
48.9874438,8.39720187
48.987435,8.39720394
48.9874261,8.39720601
48.9874172,8.39720808
48.9874083,8.39721015
48.9873994,8.39721222
